Group 1 on team 0 has 4647 units each with 7816 hp.  Does 48 fire damage.
Group 2 on team 0 has 301 units each with 3152 hp.  Does 139 fire damage.
Group 3 on team 0 has 1508 units each with 8344 hp.  Does 85 cold damage.
Group 4 on team 0 has 2956 units each with 5021 hp.  Does 48 slashing damage.
Group 5 on team 0 has 898 units each with 11545 hp.  Does 135 cold damage.
Group 6 on team 0 has 207 units each with 6235 hp.  Does 277 slashing damage.
Group 7 on team 0 has 7550 units each with 8773 hp.  Does 46 radiation damage.
Group 8 on team 0 has 1057 units each with 3791 hp.  Does 62 bludgeoning damage.
Group 9 on team 0 has 5086 units each with 3281 hp.  Does 40 cold damage.
Group 10 on team 0 has 330 units each with 4136 hp.  Does 126 cold damage.
Group 11 on team 1 has 1755 units each with 6886 hp.  Does 6 fire damage.
Group 12 on team 1 has 2251 units each with 33109 hp.  Does 29 cold damage.
Group 13 on team 1 has 298 units each with 18689 hp.  Does 123 slashing damage.
Group 14 on team 1 has 312 units each with 15735 hp.  Does 99 cold damage.
Group 15 on team 1 has 326 units each with 16400 hp.  Does 98 radiation damage.
Group 16 on team 1 has 4365 units each with 54947 hp.  Does 22 cold damage.
Group 17 on team 1 has 1446 units each with 51571 hp.  Does 63 fire damage.
Group 18 on team 1 has 8230 units each with 12331 hp.  Does 2 fire damage.
Group 19 on team 1 has 4111 units each with 17381 hp.  Does 7 cold damage.
Group 20 on team 1 has 366 units each with 28071 hp.  Does 150 fire damage.

Round 1 beginning.
Group 15 on team 1 did 31948 radiation damage to group 9 on team 0, killing 9.000000 units.
Group 4 on team 0 did 88416 slashing damage to group 19 on team 1, killing 5.000000 units.
Group 16 on team 1 did 68222 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12232 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 233864 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17654 cold damage to group 4 on team 0, killing 3.000000 units.
Group 12 on team 1 did 40281 cold damage to group 5 on team 0, killing 3.000000 units.
Group 5 on team 0 did 88020 cold damage to group 12 on team 1, killing 2.000000 units.
Group 1 on team 0 did 125280 fire damage to group 17 on team 1, killing 2.000000 units.

Round 275 beginning.
Group 9 on team 0 did 88160 cold damage to group 18 on team 1, killing 7.000000 units.
Group 17 on team 1 did 42147 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 88272 slashing damage to group 12 on team 1, killing 2.000000 units.
Group 16 on team 1 did 68134 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12218 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 233542 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17654 cold damage to group 3 on team 0, killing 2.000000 units.
Group 3 on team 0 did 88060 cold damage to group 19 on team 1, killing 5.000000 units.
Group 12 on team 1 did 40165 cold damage to group 4 on team 0, killing 7.000000 units.
Group 1 on team 0 did 125040 fire damage to group 17 on team 1, killing 2.000000 units.

Round 276 beginning.
Group 9 on team 0 did 88040 cold damage to group 19 on team 1, killing 5.000000 units.
Group 17 on team 1 did 42021 fire damage to group 1 on team 0, killing 5.000000 units.
Group 16 on team 1 did 68046 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12218 fire damage to group 5 on team 0, killing 1.000000 units.
Group 7 on team 0 did 233220 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17584 cold damage to group 9 on team 0, killing 5.000000 units.
Group 3 on team 0 did 88060 cold damage to group 12 on team 1, killing 2.000000 units.
Group 12 on team 1 did 40107 cold damage to group 3 on team 0, killing 4.000000 units.
Group 5 on team 0 did 87885 cold damage to group 18 on team 1, killing 7.000000 units.
Group 1 on team 0 did 124800 fire damage to group 17 on team 1, killing 2.000000 units.

Round 277 beginning.
Group 9 on team 0 did 87840 cold damage to group 18 on team 1, killing 7.000000 units.
Group 17 on team 1 did 41895 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 87936 slashing damage to group 12 on team 1, killing 2.000000 units.
Group 16 on team 1 did 67958 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12190 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 232898 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17584 cold damage to group 5 on team 0, killing 1.000000 units.
Group 12 on team 1 did 40049 cold damage to group 4 on team 0, killing 7.000000 units.
Group 5 on team 0 did 87750 cold damage to group 19 on team 1, killing 5.000000 units.
Group 1 on team 0 did 124560 fire damage to group 17 on team 1, killing 2.000000 units.

Round 278 beginning.
Group 9 on team 0 did 87720 cold damage to group 19 on team 1, killing 5.000000 units.
Group 17 on team 1 did 41769 fire damage to group 1 on team 0, killing 5.000000 units.
Group 16 on team 1 did 67870 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12190 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 232576 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17514 cold damage to group 9 on team 0, killing 5.000000 units.
Group 3 on team 0 did 87635 cold damage to group 18 on team 1, killing 7.000000 units.
Group 12 on team 1 did 40049 cold damage to group 5 on team 0, killing 3.000000 units.
Group 5 on team 0 did 87345 cold damage to group 12 on team 1, killing 2.000000 units.
Group 1 on team 0 did 124320 fire damage to group 17 on team 1, killing 2.000000 units.

Round 279 beginning.
Group 9 on team 0 did 87520 cold damage to group 18 on team 1, killing 7.000000 units.
Group 17 on team 1 did 41643 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 87600 slashing damage to group 19 on team 1, killing 5.000000 units.
Group 16 on team 1 did 67782 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12162 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 232254 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17479 cold damage to group 4 on team 0, killing 3.000000 units.
Group 3 on team 0 did 87635 cold damage to group 12 on team 1, killing 2.000000 units.
Group 12 on team 1 did 39933 cold damage to group 3 on team 0, killing 4.000000 units.
Group 1 on team 0 did 124080 fire damage to group 17 on team 1, killing 2.000000 units.

Round 280 beginning.
Group 9 on team 0 did 87400 cold damage to group 19 on team 1, killing 5.000000 units.
Group 17 on team 1 did 41517 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 87456 slashing damage to group 12 on team 1, killing 2.000000 units.
Group 16 on team 1 did 67694 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12162 fire damage to group 5 on team 0, killing 1.000000 units.
Group 7 on team 0 did 231932 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17444 cold damage to group 9 on team 0, killing 5.000000 units.
Group 12 on team 1 did 39875 cold damage to group 4 on team 0, killing 7.000000 units.
Group 5 on team 0 did 87210 cold damage to group 18 on team 1, killing 7.000000 units.
Group 1 on team 0 did 123840 fire damage to group 17 on team 1, killing 2.000000 units.

Round 281 beginning.
Group 9 on team 0 did 87200 cold damage to group 18 on team 1, killing 7.000000 units.
Group 17 on team 1 did 41391 fire damage to group 1 on team 0, killing 5.000000 units.
Group 16 on team 1 did 67606 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12134 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 231610 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17444 cold damage to group 5 on team 0, killing 1.000000 units.
Group 3 on team 0 did 87295 cold damage to group 12 on team 1, killing 2.000000 units.
Group 12 on team 1 did 39817 cold damage to group 3 on team 0, killing 4.000000 units.
Group 5 on team 0 did 87075 cold damage to group 19 on team 1, killing 5.000000 units.
Group 1 on team 0 did 123600 fire damage to group 17 on team 1, killing 2.000000 units.

Round 282 beginning.
Group 9 on team 0 did 87080 cold damage to group 19 on team 1, killing 5.000000 units.
Group 17 on team 1 did 41265 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 87120 slashing damage to group 12 on team 1, killing 2.000000 units.
Group 16 on team 1 did 67518 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12134 fire damage to group 5 on team 0, killing 1.000000 units.
Group 7 on team 0 did 231288 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17374 cold damage to group 9 on team 0, killing 5.000000 units.
Group 12 on team 1 did 39759 cold damage to group 4 on team 0, killing 7.000000 units.
Group 5 on team 0 did 86940 cold damage to group 18 on team 1, killing 7.000000 units.
Group 1 on team 0 did 123360 fire damage to group 17 on team 1, killing 2.000000 units.

Round 283 beginning.
Group 9 on team 0 did 86880 cold damage to group 18 on team 1, killing 7.000000 units.
Group 17 on team 1 did 41139 fire damage to group 1 on team 0, killing 5.000000 units.
Group 16 on team 1 did 67430 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12106 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 230966 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17374 cold damage to group 5 on team 0, killing 1.000000 units.
Group 3 on team 0 did 86955 cold damage to group 12 on team 1, killing 2.000000 units.
Group 12 on team 1 did 39701 cold damage to group 3 on team 0, killing 4.000000 units.
Group 5 on team 0 did 86805 cold damage to group 19 on team 1, killing 4.000000 units.
Group 1 on team 0 did 123120 fire damage to group 17 on team 1, killing 2.000000 units.

Round 284 beginning.
Group 9 on team 0 did 86760 cold damage to group 18 on team 1, killing 7.000000 units.
Group 17 on team 1 did 41013 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 86784 slashing damage to group 19 on team 1, killing 4.000000 units.
Group 16 on team 1 did 67342 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12092 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 230644 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17318 cold damage to group 4 on team 0, killing 3.000000 units.
Group 12 on team 1 did 39701 cold damage to group 5 on team 0, killing 3.000000 units.
Group 5 on team 0 did 86400 cold damage to group 12 on team 1, killing 2.000000 units.
Group 1 on team 0 did 122880 fire damage to group 17 on team 1, killing 2.000000 units.

Round 285 beginning.
Group 9 on team 0 did 86640 cold damage to group 12 on team 1, killing 2.000000 units.
Group 17 on team 1 did 40887 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 86640 slashing damage to group 19 on team 1, killing 4.000000 units.
Group 16 on team 1 did 67254 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12092 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 230322 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17290 cold damage to group 4 on team 0, killing 3.000000 units.
Group 3 on team 0 did 86530 cold damage to group 18 on team 1, killing 7.000000 units.
Group 12 on team 1 did 39585 cold damage to group 9 on team 0, killing 12.000000 units.
Group 1 on team 0 did 122640 fire damage to group 17 on team 1, killing 2.000000 units.

Round 286 beginning.
Group 17 on team 1 did 40761 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 86496 slashing damage to group 19 on team 1, killing 4.000000 units.
Group 16 on team 1 did 67166 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12078 fire damage to group 5 on team 0, killing 1.000000 units.
Group 7 on team 0 did 230000 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17262 cold damage to group 4 on team 0, killing 3.000000 units.
Group 3 on team 0 did 86530 cold damage to group 12 on team 1, killing 2.000000 units.
Group 12 on team 1 did 39527 cold damage to group 3 on team 0, killing 4.000000 units.
Group 5 on team 0 did 86265 cold damage to group 18 on team 1, killing 6.000000 units.
Group 1 on team 0 did 122400 fire damage to group 17 on team 1, killing 2.000000 units.

Round 287 beginning.
Group 17 on team 1 did 40635 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 86352 slashing damage to group 12 on team 1, killing 2.000000 units.
Group 16 on team 1 did 67078 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12066 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 229678 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17262 cold damage to group 5 on team 0, killing 1.000000 units.
Group 3 on team 0 did 86105 cold damage to group 18 on team 1, killing 6.000000 units.
Group 12 on team 1 did 39469 cold damage to group 4 on team 0, killing 7.000000 units.
Group 5 on team 0 did 86130 cold damage to group 19 on team 1, killing 4.000000 units.
Group 1 on team 0 did 122160 fire damage to group 17 on team 1, killing 2.000000 units.

Round 288 beginning.
Group 9 on team 0 did 86160 cold damage to group 12 on team 1, killing 2.000000 units.
Group 17 on team 1 did 40509 fire damage to group 1 on team 0, killing 5.000000 units.
Group 16 on team 1 did 66990 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12054 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 229356 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17234 cold damage to group 5 on team 0, killing 1.000000 units.
Group 3 on team 0 did 86020 cold damage to group 18 on team 1, killing 6.000000 units.
Group 12 on team 1 did 39411 cold damage to group 9 on team 0, killing 12.000000 units.
Group 5 on team 0 did 85995 cold damage to group 19 on team 1, killing 4.000000 units.
Group 1 on team 0 did 121920 fire damage to group 17 on team 1, killing 2.000000 units.

Round 289 beginning.
Group 17 on team 1 did 40383 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 86016 slashing damage to group 19 on team 1, killing 4.000000 units.
Group 16 on team 1 did 66902 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12042 fire damage to group 5 on team 0, killing 1.000000 units.
Group 7 on team 0 did 229034 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17178 cold damage to group 4 on team 0, killing 3.000000 units.
Group 3 on team 0 did 86020 cold damage to group 12 on team 1, killing 2.000000 units.
Group 12 on team 1 did 39353 cold damage to group 3 on team 0, killing 4.000000 units.
Group 5 on team 0 did 85860 cold damage to group 18 on team 1, killing 6.000000 units.
Group 1 on team 0 did 121680 fire damage to group 17 on team 1, killing 2.000000 units.

Round 290 beginning.
Group 9 on team 0 did 85680 cold damage to group 18 on team 1, killing 6.000000 units.
Group 17 on team 1 did 40257 fire damage to group 1 on team 0, killing 5.000000 units.
Group 4 on team 0 did 85872 slashing damage to group 12 on team 1, killing 2.000000 units.
Group 16 on team 1 did 66814 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12018 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 228712 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17178 cold damage to group 5 on team 0, killing 1.000000 units.
Group 12 on team 1 did 39295 cold damage to group 4 on team 0, killing 7.000000 units.
Group 5 on team 0 did 85725 cold damage to group 19 on team 1, killing 4.000000 units.
Group 1 on team 0 did 121440 fire damage to group 17 on team 1, killing 2.000000 units.

Round 291 beginning.
Group 9 on team 0 did 85560 cold damage to group 18 on team 1, killing 6.000000 units.
Group 17 on team 1 did 40131 fire damage to group 1 on team 0, killing 5.000000 units.
Group 16 on team 1 did 66726 cold damage to group 7 on team 0, killing 7.000000 units.
Group 18 on team 1 did 12006 fire damage to group 9 on team 0, killing 3.000000 units.
Group 7 on team 0 did 228390 radiation damage to group 16 on team 1, killing 4.000000 units.
Group 19 on team 1 did 17150 cold damage to group 3 on team 0, killing 2.000000 units.
Group 3 on team 0 did 85510 cold damage to group 19 on team 1, killing 4.000000 units.
Group 12 on team 1 did 39295 cold damage to group 5 on team 0, killing 3.000000 units.
Group 5 on team 0 did 85320 cold damage to group 12 on team 1, killing 2.000000 units.
Group 1 on team 0 did 121200 fire damage to group 17 on team 1, killing 2.000000 units.

Round 292 beginning.
Group 9 on team 0 did 85440 cold damage to group 18 on team 1, killing 6.000000 units.
Group 17 on team 1 did 40005 fire damage to group 1 on team 0, killing 5.000000 units.
